,_id,id_str,content,user_loc,user_screen_name,retweet_count,fav_count,created_at,char_count,sentiment_method,sentiment
178,5fff7c56c50c7a5bdfdae09a,1.34949235967599e+18,"This is awesome. Now do it for women who have ""gaps"" in their employment history because they took time off to care for children. We don't deserve to face hiring discrimination because we made the same choice 20 years before the pandemic made it acceptable.","Ann Arbor, Michigan",cathshaffer,0,0,2021-01-13 23:03:45,257,tools,positive
179,5fff7c97c50c7a5bdfdae09e,1.34949262993596e+18,"Due to a large number of staff members in quarantine, Pleasantville Elementary School will be in an Orange Status Level until Monday, January 25.  All students at PES will be in a remote learning environment until 1/25/21.","Lancaster, OH",FULocalSchools,0,0,2021-01-13 23:04:49,222,tools,positive
182,5fff7d1ac50c7a5bdfdae0a3,1.34949317936463e+18,"I'm 100% that annoying Millennial teacher that makes lame memes to send to my students about our switch to fully remote learning.
Behold. https://t.co/6qUK7hKpTR","North Carolina, USA",SydneyDeStella,0,0,2021-01-13 23:07:00,161,tools,negative
185,5fff7efec50c7a5bdfdae0b0,1.34949520976426e+18,"Innovative Teacher Podcast E22: Remote Learning Realities
https://t.co/yiasbO9Ueu

#schoolrubric #innovativeteacherpodcast #lessonplanning #remotelearning #stem via @schoolrubric https://t.co/yWil7sH2aK","Orlando, Florida, USA",schoolrubric,0,0,2021-01-13 23:15:05,202,tools,positive
189,5fff8032c50c7a5bdfdae0b6,1.34949650266267e+18,"RT @BlountLeopards: All Blount High School students will participate in remote learning on Thursday, January 14th due to the low water pres…","Alabama, USA",LadyHistory08,0,0,2021-01-13 23:20:13,140,tools,negative
190,5fff804cc50c7a5bdfdae0b7,1.34949661213821e+18,"This is great to see/read/share

Giving back!

Mike is right - not all kids have access to technology for remote learning.  Every little bit counts",CANADA / USA - YOUR SCHOOL,pauldavisSNS,0,0,2021-01-13 23:20:39,147,tools,positive
191,5fff8088c50c7a5bdfdae0b8,1.34949686380062e+18,"nycgov: We're ensuring remote learning is accessible to our @NYCSchools students. 

That includes:
📱 500,000 iPads ordered for students
📱 450,000 iPads delivered to students
📱 50,000 iPads on the way https://t.co/hwHZAo3nRE","Beach 37th Street, New York",DatacenterIndu,0,0,2021-01-13 23:21:39,223,tools,positive
193,5fff80b9c50c7a5bdfdae0ba,1.34949707008488e+18,RT @shanedbergin: Remote teaching requires a huge amount of work to replicate the social aspects of learning that can come so easily when w…,"Massachusetts, USA",mrmalvikscience,0,0,2021-01-13 23:22:28,140,tools,positive
199,5fff829e0b7de2d33c3f7a70,1.34949910152053e+18,@TDLTed @VinGuptaMD Thank you for sharing; I have read this one. Remote learning has only revealed and made more stark pre-existing issues of lack of access and systemic inequity for many learners... but what I’m referring to is pedagogy and practice.,"Detroit, MI",Hazel1173,0,0,2021-01-13 23:30:32,251,tools,positive
200,5fff82ad0b7de2d33c3f7a71,1.34949916451888e+18,"Hey @dougducey #ThisSeatIsFull you are wrong to be taking funding away! Remote learning is happening, it’s safe and my kids teachers are doing an amazing job! The teachers and students should not be punished or forced in classrooms during a pandemic @kathyhoffman_az https://t.co/rtDsRavfW7","Scottsdale, AZ",bonbon_chevlin,0,0,2021-01-13 23:30:47,290,tools,positive
202,5fff82e60b7de2d33c3f7a73,1.34949940320413e+18,RT @cdespinosa: People management is a profession and a skill. Never call these “soft skills.” They are hard. https://t.co/zfneL7HyWz,Northern California,bgannin,0,0,2021-01-13 23:31:44,133,tools,negative
203,5fff851f0b7de2d33c3f7a79,1.34950179165483e+18,"RT @RHS_JROTC_SAI: Good luck to the RHS JROTC Leadership and Academic bowl (JLAB) Academic team in the competition against over 1,500 Army…",Malden MA,LeagueBoston,0,0,2021-01-13 23:41:14,139,tools,positive
204,5fff864a0b7de2d33c3f7a7c,1.34950304752176e+18,"Public schools across the country have seen a drastic drop in enrollment, in part because parents frustrated by COVID-closed classrooms and poor remote learning have turned to private schools.  https://t.co/iki3Yrd2vH","Highland Park, Texas",pcparentsunite,0,0,2021-01-13 23:46:13,217,tools,negative
205,5fff86500b7de2d33c3f7a7d,1.34950306887913e+18,#NewYork #students need #math resources for #remotelearning! $83 left to #MakeItHappen! Lets #SpreadTheWord to get them what they need! https://t.co/1shvJnhUwj #education #KidsDeserveIt @NewYorker @NewYorkLife https://t.co/KIu29guuo2,North Carolina,nc_teachers,0,0,2021-01-13 23:46:18,233,tools,neutral
207,5fff86850b7de2d33c3f7a80,1.34950329423908e+18,Finishing up our expository writing unit with “How To” presentations today and thanks to remote learning one of our students was able to show us the basics of puck handling and scoring goals in ice hockey on his home net. Today was definitely a “win” in education.,"Middleboro, MA",coachbotelho,0,0,2021-01-13 23:47:12,264,tools,positive
208,5fff86cc0b7de2d33c3f7a81,1.34950358901058e+18,@SkiMCP @bayareagirl2012 @Elex_Michaelson You can either be “poor and uneducated” or you can sit on Twitter and cry about your kids remote learning and you not working.,"Norton, Ohio",brandonsparks1,0,0,2021-01-13 23:48:22,168,tools,negative
211,5fff87df0b7de2d33c3f7a86,1.34950474389535e+18,"RT @andrewdkaufman: If you’re looking for software and services to augment online and blended instruction this year, start here. 

Free Res…","New Mexico, USA",RockWayPress,0,0,2021-01-13 23:52:58,140,tools,positive
212,5fff88100b7de2d33c3f7a88,1.34950495176086e+18,"And low expectations from the outside are common. So to all of those who say no learning is going on during remote learning, I say that is FALSE. The teachers, students, parents and caregivers have risen to the occasion and deserve a lot of credit. As before the pandemic,",Oklahoma,sstorey331,0,0,2021-01-13 23:53:47,272,tools,negative
215,5fff897b0b7de2d33c3f7a8b,1.34950647291324e+18,"If you haven’t checked out https://t.co/1kSmQ5GbAz you are missing out! Great tools to engage students in remote, hybrid, or in-person learning! So much more than a whiteboard! The link to download this graphic is in the comments! @WhiteboardChat #hybridlearning #AppleEDUchat https://t.co/d0Gg9MuaDi","Albuquerque, NM",AprilRequard,0,0,2021-01-13 23:59:50,300,tools,positive
225,5fff8b5c0b7de2d33c3f7a97,1.34950848894751e+18,RT @chicagotribune: CPS made good on its promise to cut off pay and access to remote learning platforms for teachers who refused to show up…,MN,mariejuliet392,0,0,2021-01-14 00:07:51,140,tools,positive
226,5fff8bb80b7de2d33c3f7a98,1.34950887538964e+18,RT @FahertyWSOC9: Morganton- riding the bus as Burke County schools deliver thousands of meals to students across the area.   They are taki…,"North Carolina, USA",msChildress3904,0,0,2021-01-14 00:09:23,140,tools,neutral
234,5fff8d540b7de2d33c3f7aa0,1.34951060542675e+18,"RT @shinynew_oz: Some years ago I went through multiple failed IVF rounds. Grieving, I told my boss that I wanted to ease off on my career…","Washington, USA",funjon,0,0,2021-01-14 00:16:15,139,tools,negative
236,5fff8e010b7de2d33c3f7aa2,1.34951132963217e+18,@JaybartoloJay They should try that reverse remote learning. Kids are in school but teacher teases the class from home and it's presented on a projector screen in the class,"Camillus, NY",CuseWaterBoy,0,0,2021-01-14 00:19:08,172,tools,negative
237,5fff8e0b0b7de2d33c3f7aa3,1.34951137098802e+18,"A3
I think popular topics are distance learning remote teaching student engagement diversity equity and social emotional learning #EVERFIedchat","Pennsylvania, USA",MrsEngler1,0,0,2021-01-14 00:19:18,143,tools,positive
242,5fff90540b7de2d33c3f7aa8,1.3495138234395e+18,"👀 Looks like remote learning will be with us a bit longer 😩 We can send you a blazing-fast PRE-CONFIGURED Wi-Fi 6 certified setup, with everything you need to get you up and running fast. Learn more https://t.co/absyQupsLu #WhyReboot #WiFi6 #AccessPoints #FlushMount #WhyReboot https://t.co/O7shUSGSBl","Miami, Fl",WhyReboot,0,0,2021-01-14 00:29:02,301,tools,positive
243,5fff906c0b7de2d33c3f7aa9,1.34951392454319e+18,RT @sheathescholar: some of my most brilliant students struggled to follow school policies aimed at controlling their movement and expressi…,"Virginia, USA",Sra_DJGC,0,0,2021-01-14 00:29:27,140,tools,positive
244,5fff908d0b7de2d33c3f7aaa,1.34951406366827e+18,"“It’s just so amazing ...” Jordan-Matthews senior Jacquelinne Marroquin Tobar told the News + Record. “No, (remote learning’s) not my thing, but it gives time and opportunities to do many things.”

https://t.co/vRVtMY29uG","North Carolina, USA",ChathamNR,0,0,2021-01-14 00:30:00,221,tools,positive
247,5fff91510b7de2d33c3f7aae,1.34951488555892e+18,"RT @edutopia: What do you do to make remote learning feel more personal? These tips will help draw in your students.
https://t.co/2xJianhy4X","New York, USA",HumbertoEduca,0,0,2021-01-14 00:33:16,140,tools,positive
248,5fff91960b7de2d33c3f7ab2,1.34951517557407e+18,My first grader made a puppet show at home today for remote learning in reading using a favorite character/book. He worked really hard on it and had a lot of fun! Our teachers are the best! #WEareLakota @The_Pigeon https://t.co/YRYg19p1i0,"Ohio, USA",emeleanor,0,0,2021-01-14 00:34:25,238,tools,positive
249,5fff92690b7de2d33c3f7ab4,1.34951606056375e+18,RT @MichelleCullot1: Really looking forward to facilitating “Ready for Remote Maths” tomorrow. An opportunity for teachers to connect with…,"moneygold, Grange, Co. Sligo",CarnsSchool,0,0,2021-01-14 00:37:56,139,tools,positive
250,5fff938c0b7de2d33c3f7ab5,1.34951728033034e+18,"RT @MsKBurke1: Hi all, I've created this video of useful tips that I have learned for managing live lessons 🎥 during remote learning using…","Texas, USA",jaymej,0,0,2021-01-14 00:42:47,139,tools,positive
253,5fff957d0b7de2d33c3f7abb,1.34951936402698e+18,RT @jacklyngbrandt: We miss our Tigers! So excited to open our doors and welcome students and staff back to @IndianTrailScho on 2/1 🧡💙 #112…,"Illinois, Chicago Suburbs",mikelubelfeld,0,0,2021-01-14 00:51:03,140,tools,positive
254,5fff96950b7de2d33c3f7ac0,1.34952053883057e+18,"RT @AaronGenest: An employee came to me last week and asked to move to 80% time. Her husband, she said, was taking on some extra responsibi…","Norman, Oklahoma",jmwolfinbarger,0,0,2021-01-14 00:55:43,140,tools,neutral
255,5fff96a40b7de2d33c3f7ac1,1.34952060278954e+18,Gov. Ned Lamont said his administration will be pushing private companies to expand broadband access across Connecticut to help remote learning for education and spur economic development. https://t.co/gSSA4FpB20,"Hartford, Connecticut",hartfordcourant,0,0,2021-01-14 00:55:59,212,tools,positive
258,5fff97410b7de2d33c3f7ac5,1.34952126173983e+18,"RT @AprilRequard: If you haven’t checked out https://t.co/1kSmQ5GbAz you are missing out! Great tools to engage students in remote, hybrid,…","Wisconsin, USA",FelecityTreptow,0,0,2021-01-14 00:58:36,140,tools,positive
262,5fff99780b7de2d33c3f7acb,1.34952363831217e+18,"RT @Kareemfarah23: Some reasons a certain portion of kids are thriving during remote learning:

1. Freedom to be self-directed learners
2.…","Washington, DC",JimReesePZ,0,0,2021-01-14 01:08:02,139,tools,positive
264,5fff9a408febc50589d79730,1.34952447895976e+18,"The state's top education official called the decision to keep Pawtucket students remote for the remainder of the school year ""disturbing."" @AshCullinane has the story. https://t.co/BXvNSvCgl5","Providence, Rhode Island",NBC10,0,0,2021-01-14 01:11:23,192,tools,negative
265,5fff9a838febc50589d79731,1.34952475946223e+18,"@ernietedeschi Yep, the other groups are holding steady or shrinking. Women are leaving the labor force. Care for others has got to play a role here. Not that my kids have been on remote learning for nearly a year.",Washington DC,KimberlyBurham,0,0,2021-01-14 01:12:30,214,tools,positive
268,5fff9c3f8febc50589d79734,1.34952662318432e+18,"#Jeffco schools now claims that ""F"" grades are declining under remote learning. Not surprising given their desperate desire to hide learning losses. That they're also fighting against standardized assessments (which would show learning losses) speaks volumes. #edcolo #copolitics","Colorado, USA",73Newport,0,0,2021-01-14 01:19:54,279,tools,negative
272,5fff9e118febc50589d79738,1.34952857503314e+18,"A3 I think seeing the adults in their lives struggle with remote learning, tech challenges and working from home have helped learners see the power of growth mindset first hand. Sometimes we give in but don’t give up and keep on problem solving. #NearpodChat https://t.co/ByY9E4JTXX","Miami, FL USA",place_s,0,0,2021-01-14 01:27:39,282,tools,positive
274,5fff9ea18febc50589d7973a,1.34952917902121e+18,We are reaching a breaking point. I am so thankful for my district and their commitment to health and safety. They made it a priority to make remote learning work and acted on that. They didn’t ignore the impact of a pandemic on students and staff like so many others have...,"Peoria, Arizona",MrsGPhysics,0,0,2021-01-14 01:30:03,275,tools,positive
277,5fffa25d8febc50589d7973e,1.34953318996292e+18,New resource from @LearningAccel: How can teachers keep students engaged in hybrid and remote learning? With real-world examples from schools across the country: https://t.co/opJEf74L4T #edtech #edtechchat #edchat,Connecticut and Florida,s_bearden,0,0,2021-01-14 01:46:00,213,tools,positive
278,5fffa3418febc50589d7973f,1.34953414519891e+18,"@rpbeatty Yes actually, all of those things are far better than what you are helping perpetuate. If you prefer to have kids in the building, have kids in the building. Research and data would be on your side, and you can start rebuilding from the damage already done https://t.co/OfW8S3XzWS","Kansas City, MO",IAmTheActualET,0,0,2021-01-14 01:49:48,290,tools,positive
281,5fffa9338febc50589d79746,1.34954052964665e+18,"@leahvalise It’s only 7:15 in Colorado! I’m awake, but heading to slumber soon! Been a long day! Up at 5. Go and “room monitor” 8 yr. old grandson during remote learning. But so happy I am able to do this. I pray the kids go back to school soon. I’ll never forgive trump for cause this.","Lakewood, CO",lynnreeh,0,0,2021-01-14 02:15:10,286,tools,positive
284,5fffab198febc50589d7974a,1.34954257072514e+18,"@ColleenHroncich That won’t work for my family long term, but I know homeschooling can be fantastic. When people refer to remote learning as “homeschooling”, I’m the first to say this is NOT homeschooling.",NYC,morahjen,0,0,2021-01-14 02:23:16,205,tools,positive
286,5fffac1b8febc50589d7974c,1.34954365083797e+18,"Our teachers deserve to be vaccinated before returning to schools and remote learning needs to be a better option for everyone. Please help us keep @DPSNewsNow and @jaredpolis accountable for safety and access to learning in DPS. Sign this petition now!

https://t.co/jXJI2hOLzF","Denver, CO",hermelaeva,0,0,2021-01-14 02:27:34,278,tools,positive
287,5fffad8f8febc50589d7974d,1.34954520973929e+18,@BCEANJEA why are students being told they have to take the psat in person(less than two weeks notice) during a pandemic where all remote learning is in place or they will be put in basic skills next year? Has everyone tested negative students/staff included?,New Jersey,rugrat9179,0,0,2021-01-14 02:33:45,259,tools,negative
288,5fffadce8febc50589d7974e,1.34954547696259e+18,"I'm attending a webinar by the Front Range 6 Meter Group, learning about remote operation from VA3MW. This has been an amazing lockdown — so much more access to information. Hams figured it out. https://t.co/4JEiuRHAJE","Grapevine, Texas (DFW Area)",k5nd,0,0,2021-01-14 02:34:49,218,tools,positive
289,5fffae758febc50589d7974f,1.3495461746473e+18,@NJEA why are students being told they have to take the psat in person(less than two weeks notice) during a pandemic where all remote learning is in place or they will be put in basic skills next year? Has everyone tested negative students/staff included?,New Jersey,rugrat9179,0,0,2021-01-14 02:37:36,255,tools,negative
290,5fffb0528febc50589d79750,1.34954817717999e+18,"@MdMmiah @abarrallen I get that notion and agree with you regarding remote education.  Not ideal for kids.

However, kids will go back to in-person learning.  Therefore remote work will become much easier for parents, who no longer have the burden of having to balance work and childcare.",Hawaii,Zimvesting,0,0,2021-01-14 02:45:33,288,tools,negative
291,5fffb0d98febc50589d79751,1.34954874155299e+18,Just met one of my students in person today and it felt...... so strange. Zoom.... ain’t it..... remote learning? ain’t it......,"Manhattan, NY",mirushx,0,0,2021-01-14 02:47:48,128,tools,negative
292,5fffb2038febc50589d79753,1.34954999265513e+18,CPS makes good on promise to cut off pay and access to remote learning platform for teachers who’ve refused to show up for in-person classes https://t.co/n8gOVAVy14,Windy City,TonyOnti,0,0,2021-01-14 02:52:46,164,tools,positive
293,5fffb2398febc50589d79756,1.34955022145846e+18,The first public speaker is a 2nd grade remote teacher at Westlake Elementary. She expresses her concern over the safety of returning to in-person instruction with the rising COVID cases. She states that the district should return to remote learning.,Newbury Park High School ,NPProwler,0,0,2021-01-14 02:53:40,250,tools,positive
295,5fffb3858febc50589d7975a,1.3495516135649e+18,"Just means their basketball teams can go 3-0 with the regular season they do have and take the top seed in the open tournament with their ""undefeated"" record.",New Hampshire,jduballsports,0,0,2021-01-14 02:59:12,158,tools,positive
299,5fffb5338febc50589d79762,1.34955341583616e+18,"Johnson moved here in 1972 and teaches at his alma mater. He said his students are traveling and getting sick. He said a temperature check at the gate is useless and teens are not following health protocols. He advocated for remote learning. ""The numbers are the numbers.""","Thousand Oaks, CA",ReporterDawn,0,0,2021-01-14 03:06:22,272,tools,negative
301,5fffb6318febc50589d79764,1.34955448184388e+18,@averyteach It was crazy and windy today. I had to head home from eSchool early in the day because our power got knocked out. That doesn't work well for remote learning #IDedchat,"Coeur d'Alene, Idaho",TeacherWithTuba,0,0,2021-01-14 03:10:36,178,tools,negative
302,5fffb6328febc50589d79765,1.34955448348789e+18,"Young said remote learning does't offer the same opportunities &amp; there are no substitutes for in-person learning. She said remote learning invites indifference on both sides of the screen, but in-person learning sparks engagement. Many of her colleagues feel 100% safe in person.","Thousand Oaks, CA",ReporterDawn,0,0,2021-01-14 03:10:37,283,tools,positive
307,5fffb8688febc50589d7976a,1.34955685946041e+18,"Casey Daniels requests that the district ""stick their course"" for reopening. She believes that remote learning is detrimental for students and that the district is keeping classrooms safe. ""Teachers, we need you in the classroom. It is critically essential,"" she says.",Newbury Park High School ,NPProwler,0,0,2021-01-14 03:20:03,268,tools,positive
308,5fffb8c08febc50589d7976b,1.3495572257869e+18,"@GagneMichel @euqinimodart Technically this has my current Animation reel in it. Still learning toonboom unfortunately

https://t.co/7vLT0G5GSr",Louisiana,SillyNakkers,0,0,2021-01-14 03:21:30,143,tools,negative
309,5fffb8fb8febc50589d7976c,1.34955747470209e+18,Just another shout out for my awesome teachers and staff making remote/virtual learning successful! @DavisburgEl #BronchoPride,Southeast Michigan,denisekott,0,0,2021-01-14 03:22:30,126,tools,positive
310,5fffb98d8febc50589d7976e,1.34955808697381e+18,"She said with the health protocols in place, being with a teacher is more valuable than keeping her daughter at home, but she supports remote learning for families who need it.","Thousand Oaks, CA",ReporterDawn,0,0,2021-01-14 03:24:56,176,tools,positive
311,5fffb99a8febc50589d7976f,1.34955814281683e+18,"The eleventh speaker is a parent. She comments upon the lack of engagement in remote learning and the difficulty for her child to keep up. As an essential worker, she says it is ""so hard"" for her family to lose child care and remain remote.",Newbury Park High School ,NPProwler,0,0,2021-01-14 03:25:09,240,tools,negative
312,5fffba618febc50589d79771,1.34955897630891e+18,If you're wondering how remote learning is going here in LA (along with everything else) the answer is: very bad. https://t.co/3qWDXWyFlj,LA,SeeJaneMarie,0,0,2021-01-14 03:28:28,137,tools,negative
314,5fffbb898febc50589d79774,1.34956021722313e+18,"The last speaker is a parent of CVUSD students. He states that his four children were very active in activities until remote learning. As a new family, he says he doesn't have the same connections within the community and he is very concerned for his children's wellbeing.",Newbury Park High School ,NPProwler,0,0,2021-01-14 03:33:24,272,tools,positive
315,5fffbd668febc50589d79776,1.34956221929876e+18,$223 will give my students books that I can deliver during remote learning &amp; a friendship celebration that they deserve @DonorsChoose I'd love your help @craignewmark @StanLevenson @matthewcordaro1 @AvasMomTeaches @gatesfoundation @krazy_4_kinder @Rippleon https://t.co/N45LTCoo6V,"New Jersey, USA ",AngelaHilse1,0,0,2021-01-14 03:41:21,284,tools,positive
317,5fffbdfc8febc50589d79778,1.3495628470475e+18,Trustee Sylvester asks if high school students are changing to remote due to COVID concerns or if it is because they enjoy remote learning more.,Newbury Park High School ,NPProwler,0,0,2021-01-14 03:43:51,144,tools,positive
320,5fffc1ca8febc50589d79781,1.34956693516444e+18,"After a semester heavily dependent on remote learning, educators are working to bring more students back to classrooms and have improved their virtual learning platforms for students who still work from home. https://t.co/2OxBJt2nWg","Galveston County, TX",GalvNews,0,0,2021-01-14 04:00:05,232,tools,positive
321,5fffc1f88febc50589d79782,1.34956712647488e+18,"McLaughlin explains that deciding between learning models has been difficult for students, especially given uncertainty about how flexible it is to toggle between blended and remote mid-semester. https://t.co/vE9Z7R68dL",Newbury Park High School ,NPProwler,0,0,2021-01-14 04:00:51,219,tools,negative
322,5fffc22e8febc50589d79783,1.34956735283325e+18,"@AaronGenest 
You Sir, are one helluva GREAT BOSS !! I'm sure, like myself, reading this infuriated me until I read the entire thread. It is a teriffic read, wonderful story of a great human being doing great things for other human beings. You are an inspiration! Thank you!","Ohio, USA",primkeeping,0,0,2021-01-14 04:01:45,274,tools,positive
324,5fffc4f88febc50589d79787,1.34957034692458e+18,"@AnAlbumCover6 @iamhappycamper @lashivness @softboyuk Like maybe those teachers should get a permanent remote job. We should, at the very least, be able to connect kids who want to return to in person learning with willing teachers, and connect everyone who wants to continue distance learning","California, USA",mrsmalfoy,0,0,2021-01-14 04:13:39,293,tools,positive
329,5fffcbd38febc50589d7978f,1.34957770680405e+18,@luckysbaggage @SenatorBenson @EducationMN My mother teachers at a Catholic School and they're doing remote learning after the bus driver caught covid and every kid on his bus has to be quarantined so... Ya.. private schools aren't immune,Minnesota,WatchYourRepsMN,0,0,2021-01-14 04:42:53,238,tools,negative
331,5fffcc518febc50589d79791,1.34957823715698e+18,"A deadly windstorm has left thousands in the dark Wednesday night, prompting the Medical Lake School District to cancel classes (including remote learning) on Thursday.  https://t.co/1kC4EX8TvC","Spokane, Washington",kxly4news,0,0,2021-01-14 04:45:00,193,tools,negative
332,5fffcf4d8febc50589d79795,1.34958144100125e+18,"@PhilKabler Phil, it appears the boe meeting is enforcing in person schooling with remote learning no longer being a possibility.  Virtual learning is an option or blended with 2 days a week in person and it is overriding what the counties want to do? Can this be done or can the","Morgantown, WV",necrome99,0,0,2021-01-14 04:57:44,279,tools,negative
335,5fffd1578febc50589d79798,1.34958362943378e+18,"Miller said there are 238 students currently attending class on campus because they have a disability that makes it hard to access remote learning. Over 1,400 English learners are also on campus as well as 110 students with unstable housing situations. https://t.co/36i0znSybK","Thousand Oaks, CA",ReporterDawn,0,0,2021-01-14 05:06:25,276,tools,negative
337,5fffd7f08febc50589d7979a,1.34959071348335e+18,Yes! Any district that is still fully remote needs to protest. The week before or the week after February break would be a perfect time for this. Just an extended break. Let all the students be truant for the week and alert any media contacts.,"Massachusetts, USA",AlexisKat6,0,0,2021-01-14 05:34:34,243,tools,positive
338,5fffdb198febc50589d7979c,1.34959410782436e+18,Gauntlet dropped. Our new more progressive board basically told they have to go against @GavinNewsom orders if they want to vote to go back to remote learning. All in this position because schools reopened in early November just before rules were changed.,Thousand Oaks Acorn,KyleBJorrey,0,0,2021-01-14 05:48:04,255,tools,positive
339,5fffdb428febc50589d7979d,1.3495942812085e+18,Fitzgerald said she doesn't want to minimize the issues with remote learning and mental health. She said it's going down a dangerous path to second guess public health experts.,"Thousand Oaks, CA",ReporterDawn,0,0,2021-01-14 05:48:45,176,tools,negative
341,6000634bcf51af50fdb85d29,1.34974034541277e+18,We are looking for a 𝐖𝐢𝐬𝐜𝐨𝐧𝐬𝐢𝐧 𝐭𝐞𝐚𝐜𝐡𝐞𝐫 to join us at the 2021 Virtual Renewable Energy Education Summit who is interested in shaping the future of K-12 energy education. The summit is on February 4th. @KidWind_Project  https://t.co/QFv0bNp0Xm,"Wisconsin, USA",KEEPprogram,0,0,2021-01-14 15:29:09,242,tools,positive
342,60007f25cf51af50fdb85d2b,1.34977025188225e+18,"K-12 @NYCSchools teachers: take your students to a museum for free without leaving home or school! Register for a live virtual field trip covering LGBTQ+ history, culture, or civil rights. The first 50 schools to register have priority: https://t.co/8szDeUXUL7 https://t.co/SmswpFpWAF","New York, NY",servicenschools,0,0,2021-01-14 17:28:00,284,tools,positive
343,60008a646761f71ce261f1ca,1.34978232643218e+18,"We're getting many inquiries about the COVID vaccine. Providence is working with health authorities to provide the vaccine when it's available. Starting Jan. 23, the governor is making vaccines available to 65+, child care providers &amp; K-12 educators. https://t.co/tTFe4OHcI6 https://t.co/YLmCG63Rvl",Oregon,ProvHealth,0,0,2021-01-14 18:15:59,302,tools,positive
344,60008a696761f71ce261f1cb,1.34978235009644e+18,"Latest newsletter for #Michigan #science #teachers - great teacher PD programs, lots of climate science teaching support and new ONLINE student field trip programs.  #KBSK12  Our team: @Elizethcm @KE_Jaynes @joelyndelima, Misty Klotz -@KelloggBioStn @KBSLTER  @KelloggBirdSanc","hickory corners, mi",KaraHaaSciEd,0,0,2021-01-14 18:16:04,276,tools,positive
345,60008a976761f71ce261f1cc,1.34978254223331e+18,"Subscribe to our Fresh Ideas for Teaching podcast where we spotlight stories from educators, authors, and more to find out what's working in K-12 education. Listen on Apple podcasts: https://t.co/1qJhlyvXDF or find us on Google or Spotify today. #edchat #teacherlife #edleaders https://t.co/FkB0N0ZqXC",New Jersey,SerhatNicole,0,0,2021-01-14 18:16:50,301,tools,positive
346,60008aa16761f71ce261f1cd,1.34978258381135e+18,"Phoenix Public Library is hosting a virtual art exhibit in February 2021 to celebrate Black History Month! Young artists in grades K-12 are invited to draw an important person or event celebrating the African American experience.

Learn more --&gt; 
https://t.co/FBcCKfxuLU","Phoenix, Arizona",readbetteraz,0,0,2021-01-14 18:17:00,273,tools,positive
349,60008addc10a42429b164909,1.34978283592269e+18,The HSK staff is absolutely cleaning these rooms once COVID+ guests checkout. There are protocols in place but not robust enough to make me feel safe IMO. &amp; line staff is surely intermingling with the city provided staff.,NYC,C0C0__SHANEL,0,0,2021-01-14 18:18:00,225,tools,positive
351,60008aedc10a42429b16491a,1.34978290158432e+18,Sorry Doctor rant. Even before Covid this was an issue. If one of my kids isn't feeling well and I feel a doc visit is needed I call to book an app.   Olden days kids would get squeezed in either with fam doc or other in clinic.  Now told to go to a walk-in and doc app are ...1/,"Vancouver, BC",CrunchyCarpets,0,0,2021-01-14 18:18:16,279,tools,negative
353,60008aeec10a42429b16491e,1.34978290566969e+18,"The Spartans have done a good job of staying COVID-negative. They've now had to postpone two games this week. 
https://t.co/TCaZBNZScv","Lansing, MI",kellanbuddy,0,0,2021-01-14 18:18:17,134,tools,positive
356,6000928812bcd091881a4d5d,1.34979107039002e+18,We hope that DC;s plans to offer the vaccines to early educators and K-12 educators are actually implemented.,Washington dc,dcelccollab,0,0,2021-01-14 18:50:43,109,tools,positive
357,600093b712bcd091881a4d62,1.34979233995967e+18,"@KamalaHarris @JoeBiden It remains safe &amp; reasonable to open schools K-12 and my clinical experience along with recent US CDC &amp; reports from the UK &amp; Sweden back the school re-opening provided masking, distancing, &amp; ventilation / mitigation strategies deployed - COVID in children is from their home","Mill Valley, CA",phelk0,0,0,2021-01-14 18:55:46,315,tools,positive
359,6000960612bcd091881a4d69,1.34979481685976e+18,"A Michigan K-12 Public School HVAC Assistance Program: Outline and Guidance webinar is scheduled for Feb. 3. 

Register here: https://t.co/FWjBcRZX9j",Michigan,MichiganEGLE,0,0,2021-01-14 19:05:36,149,tools,neutral
360,6000981412bcd091881a4d6b,1.34979702349149e+18,"Longer K-12 school year an option for closing ND pandemic learning gap. ""About 27% to 28% of students who tested on par with their grade level in fall 2019 tested below their grade level in fall 2020 in reading, writing and math,"" Baesler said. | INFORUM https://t.co/Y0IIKBip2v","Fargo, North Dakota",Thostenson,0,0,2021-01-14 19:14:23,278,tools,neutral
361,6000988712bcd091881a4d6c,1.34979750810959e+18,"With school districts and colleges reeling from COVID-19 impacts, @CAgovernor's initial budget proposal for next fiscal year includes record education funding for K-12 schools &amp; community colleges. https://t.co/4GeGE4Xlol",California,WeAreCTA,0,0,2021-01-14 19:16:18,225,tools,neutral
362,6000990812bcd091881a4d6e,1.34979804474143e+18,#PXU is excited to offer four COVID-19 vaccination Point of Distribution (POD) sites for K-12 educators in the PXU footprint. Sites will open on January 22nd and 23rd and registrations begin tomorrow. Please see the letter below from Dr. @chadgestson and our partners for more. https://t.co/5F5FfHfN0P,"Phoenix, Arizona",PhoenixUnion,0,0,2021-01-14 19:18:26,301,tools,positive
364,60009c8812bcd091881a4d73,1.34980180775372e+18,Click on the embedded link to learn all about the #DoodleForGoogle contest. Open to all K-12 students.,Virginia,moonlightmantis,0,0,2021-01-14 19:33:23,102,tools,neutral
